sample_id,method,trial_index,trial_class,trial_index_value,changed_from_baseline,abs_index_change
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,16,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,17,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,18,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,19,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,20,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,21,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,22,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,23,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,24,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,25,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,26,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,27,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,28,Favorable,12.5,False,0.0
boundary_humidity_2026-07-16T11:05:00+03:00,CRISP_CLASS_MAX,29,Acceptable,37.5,True,25.0
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,0,Favorable,16.088226535497135,False,0.7152935636661919
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,1,Favorable,14.67291158068415,False,0.7000213911467927
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,2,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,3,Acceptable,37.5,True,22.12706702816906
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,4,Acceptable,27.485959051120183,True,12.11302607928924
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,5,Favorable,13.68048465470067,False,1.6924483171302729
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,6,Favorable,18.728889333117824,False,3.3559563612868804
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,7,Acceptable,28.860760131584048,True,13.487827159753104
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,8,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,9,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,10,Acceptable,29.737592362818333,True,14.36465939098739
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,11,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,12,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,13,Acceptable,37.5,True,22.12706702816906
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,14,Acceptable,32.22056829487187,True,16.847635323040926
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,15,Favorable,15.872339548019447,False,0.4994065761885036
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,16,Acceptable,30.030352256342713,True,14.65741928451177
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,17,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,FUZZY_COMPONENT_MAX,18,Favorable,12.444029850746269,False,2.9289031210846748
